Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Alphington,30 Shiers Street,4,h,2750000.0,VB,Nelson,2017-06-17,5.7,3078,4,3,4,597.0,151.96764988779805,1964,Darebin,-37.7727,145.03079,Northern Metropolitan,2211
Altona,21 Harrington Street,3,h,853000.0,S,Barlow,2017-06-17,11.0,3018,3,1,1,600.0,151.96764988779805,1964,Hobsons Bay,-37.86494,144.8157,Western Metropolitan,5301
Altona,2/10 McAlpine Court,3,u,670000.0,S,Sweeney,2017-06-17,11.0,3018,3,2,1,284.0,88.0,1988,Hobsons Bay,-37.86066,144.82013,Western Metropolitan,5301
Altona,1/20 Mulga Street,3,t,765000.0,S,Williams,2017-06-17,11.0,3018,3,2,2,200.0,139.0,2007,Hobsons Bay,-37.86837,144.81502,Western Metropolitan,5301
Altona Meadows,11 Gaskell Court,3,h,820000.0,SP,hockingstuart,2017-06-17,15.5,3028,3,2,2,530.0,151.96764988779805,1964,Hobsons Bay,-37.88893,144.7866,Western Metropolitan,7630
Altona North,242 Mason Street,3,h,870000.0,S,hockingstuart,2017-06-17,9.4,3025,3,1,4,559.0,560.0,1950,Hobsons Bay,-37.8399,144.86228,Western Metropolitan,5132
Armadale,4/379 Dandenong Road,2,u,595000.0,S,Jellis,2017-06-17,6.3,3143,2,1,1,151.96764988779805,151.96764988779805,1964,Stonnington,-37.86048,145.01498,Southern Metropolitan,4836
Armadale,502 Orrong Road,4,h,3200000.0,VB,Kay,2017-06-17,6.3,3143,4,4,2,847.0,285.0,1935,Stonnington,-37.85938,145.01086999999995,Southern Metropolitan,4836
Armadale,15 Rose Street,2,h,1550000.0,S,Jellis,2017-06-17,6.3,3143,2,1,0,212.0,151.96764988779805,1964,Stonnington,-37.85068,145.01578999999995,Southern Metropolitan,4836
Ascot Vale,33 Fenton Street,4,h,1750000.0,SP,Rendina,2017-06-17,4.3,3032,4,2,1,360.0,249.0,1910,Moonee Valley,-37.77459,144.92993,Western Metropolitan,6567
Ascot Vale,11 Milton Street,4,h,1400000.0,SP,Nelson,2017-06-17,4.3,3032,4,1,3,165.0,151.96764988779805,1910,Moonee Valley,-37.77352,144.92188000000004,Western Metropolitan,6567
Ascot Vale,54 The Parade,3,h,1230000.0,S,Woodards,2017-06-17,4.3,3032,3,1,1,504.0,151.96764988779805,1964,Moonee Valley,-37.77279,144.91732,Western Metropolitan,6567
Ashburton,22 Duke Street,4,h,2170000.0,S,Marshall,2017-06-17,10.2,3147,4,2,2,697.0,151.96764988779805,1964,Boroondara,-37.86015,145.07735,Southern Metropolitan,3052
Ashwood,47 Ashwood Drive,4,h,1680000.0,S,Jellis,2017-06-17,10.2,3147,4,3,3,726.0,194.0,1958,Monash,-37.85842,145.10288,Southern Metropolitan,2894
Ashwood,2 Julie Court,3,h,1650000.0,SP,Buxton,2017-06-17,10.2,3147,3,1,2,964.0,151.96764988779805,1964,Monash,-37.86572,145.09763,Southern Metropolitan,2894
Ashwood,6 Murra Court,3,h,860000.0,S,Purplebricks,2017-06-17,10.2,3147,3,2,2,280.0,115.0,1990,Monash,-37.87105,145.10198,Southern Metropolitan,2894
Avondale Heights,44 Alexander Street,2,h,1085000.0,S,Moonee,2017-06-17,9.5,3034,2,1,3,780.0,151.96764988779805,1964,Moonee Valley,-37.76654,144.86469,Western Metropolitan,4502
Avondale Heights,24 Doyle Street,3,h,750000.0,SP,Moonee,2017-06-17,9.5,3034,3,1,1,585.0,30.0,1965,Moonee Valley,-37.75986,144.85886000000005,Western Metropolitan,4502
Balwyn,152 Winmalee Road,3,h,2380000.0,S,Ray,2017-06-17,7.9,3103,3,2,2,752.0,278.0,1938,Boroondara,-37.80648,145.08274,Southern Metropolitan,5682
Balwyn,17 Birdwood Street,1,h,2100000.0,PI,hockingstuart,2017-06-17,7.9,3103,1,1,1,678.0,303.0,2016,Boroondara,-37.80292,145.06423999999996,Southern Metropolitan,5682
Balwyn,14 Iramoo Street,4,h,3050000.0,PI,RT,2017-06-17,7.9,3103,4,4,2,613.0,340.0,2009,Boroondara,-37.81167,145.08595,Southern Metropolitan,5682
Balwyn North,1/37 Aylmer Street,3,u,1420000.0,PI,hockingstuart,2017-06-17,9.7,3104,3,2,2,151.96764988779805,151.96764988779805,1964,Boroondara,-37.79673,145.06853,Southern Metropolitan,7809
Balwyn North,3 Chelmsford Street,4,h,2444000.0,S,Fletchers,2017-06-17,9.7,3104,4,2,2,1011.0,151.96764988779805,1964,Boroondara,-37.79486,145.08728,Southern Metropolitan,7809
Balwyn North,1 Lemon Road,4,h,2050000.0,S,Jellis,2017-06-17,9.7,3104,4,1,1,1138.0,152.0,1950,Boroondara,-37.79284000000001,145.10082,Southern Metropolitan,7809
Balwyn North,8 Mary Street,4,h,1926000.0,S,Fletchers,2017-06-17,9.7,3104,4,2,2,639.0,151.96764988779805,1964,Boroondara,-37.79836,145.10111,Southern Metropolitan,7809
Balwyn North,56 Ursa Street,3,h,1490000.0,S,Marshall,2017-06-17,9.7,3104,3,1,2,703.0,151.96764988779805,1964,Boroondara,-37.78327,145.07709,Southern Metropolitan,7809
Bayswater,1/20 Church Street,2,u,520000.0,S,Schroeder,2017-06-17,23.2,3153,2,1,1,418.0,76.0,1970,Knox,-37.83777,145.26345,Eastern Metropolitan,5030
Bayswater,95 Orange Grove,4,h,925000.0,SP,Biggin,2017-06-17,23.2,3153,4,1,10,993.0,128.0,1966,Knox,-37.84688,145.25632,Eastern Metropolitan,5030
Bayswater North,12 Baker Road,3,h,616000.0,S,Ray,2017-06-17,23.2,3153,3,2,0,586.0,115.0,1999,Maroondah,-37.82273,145.27323,Eastern Metropolitan,3598
Bentleigh,14 Beths Street,4,h,2700000.0,VB,hockingstuart,2017-06-17,11.4,3204,4,4,2,673.0,156.0,1935,Glen Eira,-37.91888,145.04775,Southern Metropolitan,6795
Bentleigh,29 Mavho Street,3,h,1116000.0,S,hockingstuart,2017-06-17,11.4,3204,3,1,2,278.0,151.96764988779805,1930,Glen Eira,-37.91928,145.03381000000005,Southern Metropolitan,6795
Bentleigh,12 Pleasance Street,3,h,1573000.0,SP,Buxton,2017-06-17,11.4,3204,3,1,2,670.0,151.96764988779805,1964,Glen Eira,-37.91855,145.02628,Southern Metropolitan,6795
Bentleigh East,24 Hill Street,3,h,1316000.0,S,hockingstuart,2017-06-17,13.8,3165,3,1,1,636.0,151.96764988779805,1958,Glen Eira,-37.92463,145.06051000000005,Southern Metropolitan,10969
Bentleigh East,14 John Street,3,h,1617000.0,S,Buxton,2017-06-17,13.8,3165,3,1,2,650.0,151.96764988779805,1964,Glen Eira,-37.91905,145.05597,Southern Metropolitan,10969
Bentleigh East,26 May Street,3,h,1525000.0,PI,Buxton,2017-06-17,13.8,3165,3,1,3,581.0,128.0,1940,Glen Eira,-37.9178,145.05414,Southern Metropolitan,10969
Bentleigh East,52 Paloma Street,4,h,1330000.0,PI,hockingstuart,2017-06-17,13.8,3165,4,2,2,566.0,191.0,1950,Glen Eira,-37.91503,145.07997,Southern Metropolitan,10969
Bentleigh East,2/71 Tudor Street,3,t,850000.0,PI,Buxton,2017-06-17,13.8,3165,3,2,1,200.0,151.96764988779805,1964,Glen Eira,-37.91847,145.08101000000005,Southern Metropolitan,10969
Bentleigh East,14 York Street,3,h,1228000.0,S,hockingstuart,2017-06-17,13.8,3165,3,1,2,623.0,151.96764988779805,1964,Glen Eira,-37.91943,145.06801000000004,Southern Metropolitan,10969
Berwick,68 Bemersyde Drive,4,h,608500.0,S,C21,2017-06-17,35.2,3806,4,2,2,563.0,168.01,1995,Casey,-38.05379,145.34803,Eastern Victoria,17093
Black Rock,66 Red Bluff Street,2,u,879000.0,S,Hodges,2017-06-17,17.3,3193,2,1,1,88.0,88.0,1970,Bayside,-37.96341,145.01735,Southern Metropolitan,2866
Blackburn,75 Canterbury Road,3,h,1112000.0,S,McGrath,2017-06-17,13.4,3130,3,1,3,632.0,151.96764988779805,1964,Whitehorse,-37.83107,145.14343,Eastern Metropolitan,5713
Blackburn,32 Pope Road,2,h,1425000.0,S,Noel,2017-06-17,13.4,3130,2,1,1,597.0,151.96764988779805,1964,Whitehorse,-37.81561,145.15365,Eastern Metropolitan,5713
Blackburn North,6 Conrad Court,3,h,1001000.0,S,Noel,2017-06-17,13.4,3130,3,1,1,671.0,151.96764988779805,1964,Whitehorse,-37.802,145.15828,Eastern Metropolitan,2867
Blackburn North,1 Diana Drive,4,h,1280000.0,SP,Noel,2017-06-17,13.4,3130,4,2,1,797.0,164.0,1960,Whitehorse,-37.80755,145.1638,Eastern Metropolitan,2867
Blackburn South,4 Barker Street,3,h,1300000.0,VB,Noel,2017-06-17,13.4,3130,3,1,1,734.0,151.96764988779805,1964,Whitehorse,-37.83576,145.13634,Eastern Metropolitan,4387
Blackburn South,2/1 Darook Street,2,u,725000.0,PI,Woodards,2017-06-17,13.4,3130,2,2,2,311.0,151.96764988779805,1964,Whitehorse,-37.83459000000001,145.15721000000005,Eastern Metropolitan,4387
Briar Hill,1A Campbell Road,2,h,710500.0,S,Barry,2017-06-17,16.1,3088,2,1,1,598.0,110.0,1985,Banyule,-37.70681,145.11731,Eastern Metropolitan,1390
Brighton,2/14 Brickwood Street,2,u,855000.0,PI,Buxton,2017-06-17,10.5,3186,2,1,1,106.0,151.96764988779805,1964,Bayside,-37.89571,144.99796,Southern Metropolitan,10579
Brighton,2/58 New Street,3,u,1410000.0,S,Nick,2017-06-17,10.5,3186,3,2,2,257.0,151.96764988779805,1964,Bayside,-37.89886,144.99462,Southern Metropolitan,10579
Brighton East,17 Florence Street,4,h,2100000.0,SP,Nick,2017-06-17,10.3,3187,4,3,2,608.0,306.19,2000,Bayside,-37.91777,145.01798,Southern Metropolitan,6938
Brighton East,35 Studley Road,4,t,1620000.0,PI,Buxton,2017-06-17,10.3,3187,4,2,2,326.0,515.78,1964,Bayside,-37.92875,145.0248,Southern Metropolitan,6938
Broadmeadows,3/11 Camp Road,2,u,310000.0,S,Barry,2017-06-17,14.0,3047,2,1,1,171.0,90.0,2008,Hume,-37.68489,144.9212,Northern Metropolitan,4294
Broadmeadows,12 Ophir Street,3,h,374000.0,S,Ray,2017-06-17,14.0,3047,3,1,2,635.0,151.96764988779805,1964,Hume,-37.69248,144.93345,Northern Metropolitan,4294
Brunswick,128 Albert Street,2,u,510000.0,SP,Jellis,2017-06-17,5.2,3056,2,1,0,64.0,64.0,2009,Moreland,-37.77002,144.97154,Northern Metropolitan,11918
Brunswick,176 Barkly Street,3,h,1925000.0,SP,Raine,2017-06-17,5.2,3056,3,1,4,479.0,182.0,1925,Moreland,-37.77694,144.96669,Northern Metropolitan,11918
Brunswick,75 Mitchell Street,2,h,890000.0,VB,Woodards,2017-06-17,5.2,3056,2,1,0,138.0,78.0,1910,Moreland,-37.75908,144.96969,Northern Metropolitan,11918
Brunswick,135 Victoria Street,4,h,1500000.0,S,Nelson,2017-06-17,5.2,3056,4,1,1,318.0,100.0,1908,Moreland,-37.76792,144.97141000000005,Northern Metropolitan,11918
Brunswick,35 Wilkinson Street,3,h,950000.0,PI,RT,2017-06-17,5.2,3056,3,1,0,230.0,151.96764988779805,1964,Moreland,-37.76811,144.96017,Northern Metropolitan,11918
Brunswick West,5/456 Albion Street,1,u,312000.0,S,Jellis,2017-06-17,5.2,3055,1,1,1,406.0,40.0,1970,Moreland,-37.75847,144.94226,Northern Metropolitan,7082
Brunswick West,59 Daly Street,3,h,1010000.0,PI,Nelson,2017-06-17,5.2,3055,3,2,4,413.0,126.0,1910,Moreland,-37.76545,144.94442,Northern Metropolitan,7082
Brunswick West,7/19 Moonee Ponds Creek Trail,3,u,763000.0,S,Nelson,2017-06-17,5.2,3055,3,1,1,138.0,151.96764988779805,1970,Moreland,-37.75904,144.93388000000004,Northern Metropolitan,7082
Bulleen,17 Estelle Street,3,h,1100000.0,S,Barry,2017-06-17,10.8,3105,3,1,1,711.0,151.96764988779805,1964,Manningham,-37.77918,145.09049,Eastern Metropolitan,4480
Bundoora,50 Cameron Parade,3,h,687000.0,S,Ray,2017-06-17,12.1,3083,3,1,3,559.0,151.96764988779805,1964,Banyule,-37.69849,145.06705,Northern Metropolitan,10175
Bundoora,10 Merryn Close,3,h,680000.0,S,Ray,2017-06-17,12.1,3083,3,1,1,539.0,151.96764988779805,1964,Whittlesea,-37.68274,145.05832,Northern Metropolitan,10175
Bundoora,48 Zara Close,4,h,755000.0,SP,Ray,2017-06-17,12.1,3083,4,2,2,300.0,162.0,2014,Whittlesea,-37.68223,145.07818,Northern Metropolitan,10175
Burnley,50 Gibdon Street,3,h,1100000.0,VB,hockingstuart,2017-06-17,2.4,3121,3,2,2,1212.0,151.96764988779805,2010,Yarra,-37.82982,145.01038,Northern Metropolitan,438
Burwood,7 Carmody Street,3,t,918000.0,S,Bekdon,2017-06-17,10.4,3125,3,2,1,207.0,144.0,2012,Monash,-37.85682,145.10873,Southern Metropolitan,5678
Burwood East,14 Holbeach Street,5,h,1523500.0,S,Fletchers,2017-06-17,14.7,3151,5,2,2,577.0,151.96764988779805,1964,Whitehorse,-37.85919000000001,145.15851999999995,Eastern Metropolitan,4048
Burwood East,36 Newhaven Road,3,h,968000.0,S,Harcourts,2017-06-17,14.7,3151,3,1,1,612.0,151.96764988779805,1964,Whitehorse,-37.85586,145.15827,Eastern Metropolitan,4048
Burwood East,11 Tarwarri Place,4,h,1580000.0,S,Fletchers,2017-06-17,14.7,3151,4,2,2,724.0,151.96764988779805,1964,Whitehorse,-37.85646,145.14311,Eastern Metropolitan,4048
Camberwell,8/595 Tower Place,2,t,795000.0,S,Ray,2017-06-17,7.7,3124,2,2,1,112.0,151.96764988779805,1964,Boroondara,-37.84085,145.05415,Southern Metropolitan,8920
Camberwell,555 Camberwell Road,3,h,1775000.0,VB,Jellis,2017-06-17,7.7,3124,3,1,3,715.0,151.96764988779805,1964,Boroondara,-37.84361,145.07099,Southern Metropolitan,8920
Camberwell,1062 Toorak Road,5,h,2361000.0,SP,Fletchers,2017-06-17,7.7,3124,5,3,2,844.0,203.0,1920,Boroondara,-37.84753,145.07198,Southern Metropolitan,8920
Camberwell,19A Warburton Road,4,u,1900000.0,VB,HAR,2017-06-17,7.7,3124,4,2,4,336.0,151.96764988779805,1964,Boroondara,-37.826,145.0707,Southern Metropolitan,8920
Carlton North,903 Rathdowne Street,3,h,1840000.0,PI,Nelson,2017-06-17,3.5,3054,3,1,1,311.0,151.96764988779805,1964,Yarra,-37.78305,144.97268,Northern Metropolitan,3106
Carnegie,275A Koornang Road,2,h,920000.0,S,hockingstuart,2017-06-17,10.1,3163,2,1,1,431.0,151.96764988779805,1964,Glen Eira,-37.89785,145.05524,Southern Metropolitan,7822
Carnegie,14 Morgan Street,3,h,1550000.0,VB,hockingstuart,2017-06-17,10.1,3163,3,2,2,557.0,200.0,1930,Glen Eira,-37.89584,145.04741,Southern Metropolitan,7822
Carrum Downs,5 Atkins Court,3,h,500000.0,S,Ray,2017-06-17,34.9,3201,3,2,2,509.0,125.0,1993,Frankston,-38.09111,145.19083999999995,South-Eastern Metropolitan,8060
Carrum Downs,11 Goshawk Court,3,h,561000.0,S,hockingstuart,2017-06-17,34.9,3201,3,1,2,787.0,151.96764988779805,1964,Frankston,-38.10709,145.1744,South-Eastern Metropolitan,8060
Caulfield South,3/468 Kooyong Road,1,u,295000.0,SP,Gary,2017-06-17,8.7,3162,1,1,1,811.0,151.96764988779805,1964,Glen Eira,-37.89614,145.01323,Southern Metropolitan,5051
Caulfield South,2/203 North Road,3,t,1237000.0,S,Gary,2017-06-17,8.7,3162,3,2,2,135.0,135.0,1990,Glen Eira,-37.90034,145.01283,Southern Metropolitan,5051
Chadstone,38 Holmesglen Trail,3,h,740000.0,PI,McGrath,2017-06-17,11.7,3148,3,1,1,280.0,151.96764988779805,2000,Monash,-37.88486,145.10203,Southern Metropolitan,3582
Cheltenham,23 Alden Court,4,h,1120000.0,S,Buxton,2017-06-17,17.9,3192,4,2,2,806.0,151.96764988779805,1964,Kingston,-37.97245,145.07566,Southern Metropolitan,9758
Cheltenham,73-75 Bernard Street,3,h,1051000.0,PI,Buxton,2017-06-17,17.9,3192,3,1,3,590.0,151.96764988779805,1964,Kingston,-37.95416,145.06781,Southern Metropolitan,9758
Cheltenham,24 Regent Parade,3,h,1170000.0,S,O'Brien,2017-06-17,17.9,3192,3,1,2,627.0,151.96764988779805,1964,Kingston,-37.95668,145.06458,Southern Metropolitan,9758
Cheltenham,20/310 Brampton Street,2,u,535000.0,S,O'Brien,2017-06-17,17.9,3192,2,1,2,215.0,151.96764988779805,1980,Kingston,-37.96597,145.07535,Southern Metropolitan,9758
Clayton,22 Evelyn Street,6,h,1361000.0,S,Purplebricks,2017-06-17,16.7,3168,6,3,4,726.0,151.96764988779805,1964,Monash,-37.91945,145.1315,South-Eastern Metropolitan,5837
Clayton,25 Panorama Street,3,h,1462000.0,S,C21,2017-06-17,16.7,3168,3,1,1,816.0,130.0,1965,Monash,-37.92027,145.12937,South-Eastern Metropolitan,5837
Clayton South,20 Botanic Drive,3,h,745000.0,S,Barry,2017-06-17,17.5,3169,3,2,2,180.0,134.0,1964,Kingston,-37.93898,145.13648,South-Eastern Metropolitan,4734
Coburg,18 Loch Street,3,h,1100000.0,S,Jellis,2017-06-17,6.7,3058,3,1,0,532.0,151.96764988779805,1964,Moreland,-37.74751,144.96206,Northern Metropolitan,11204
Craigieburn,82 Bridgewater Road,3,h,365000.0,S,Del,2017-06-17,20.6,3064,3,1,1,320.0,151.96764988779805,1980,Hume,-37.60608,144.92841,Northern Metropolitan,15510
Craigieburn,25 Jirrahlinga Terrace,4,h,600000.0,S,Ray,2017-06-17,20.6,3064,4,2,2,560.0,196.1,2007,Hume,-37.59943,144.91439,Northern Metropolitan,15510
Croydon,14 Alfrick Road,3,h,567000.0,S,hockingstuart,2017-06-17,23.0,3136,3,1,1,420.0,151.96764988779805,1964,Maroondah,-37.80106,145.28741000000005,Eastern Metropolitan,11925
Croydon,55 Binbrook Drive,3,h,862000.0,S,Carter,2017-06-17,23.0,3136,3,2,1,864.0,151.96764988779805,1964,Maroondah,-37.78481,145.26504,Eastern Metropolitan,11925
Croydon North,10 Malcolm Road,4,h,820000.0,S,RW,2017-06-17,23.0,3136,4,2,2,841.0,196.0,2016,Maroondah,-37.76917,145.29265,Eastern Metropolitan,2985
Croydon North,2/36 Mulawa Street,6,h,1350000.0,PI,McGrath,2017-06-17,23.0,3136,6,4,4,4413.0,151.96764988779805,1964,Maroondah,-37.777,145.28113000000005,Eastern Metropolitan,2985
Croydon North,15 The Dell,4,h,859000.0,S,hockingstuart,2017-06-17,23.0,3136,4,2,3,660.0,151.96764988779805,1964,Maroondah,-37.76436,145.2804,Eastern Metropolitan,2985
Dandenong,58 Herbert Street,4,h,1071500.0,S,McLennan,2017-06-17,24.7,3175,4,1,1,951.0,151.96764988779805,1964,Greater Dandenong,-37.98121,145.21643999999995,South-Eastern Metropolitan,10894
Dandenong North,11 Griffiths Court,4,h,750000.0,PI,Hall,2017-06-17,24.7,3175,4,2,1,811.0,151.96764988779805,1964,Greater Dandenong,-37.95187,145.21249,South-Eastern Metropolitan,8322
Dingley Village,11 Kimber Court,4,h,1100000.0,S,Buxton,2017-06-17,22.2,3172,4,2,2,840.0,237.0,1980,Kingston,-37.97824,145.12949,South-Eastern Metropolitan,3940
Dingley Village,13 Lobelia Court,3,h,980000.0,SP,Hodges,2017-06-17,22.2,3172,3,2,2,702.0,151.96764988779805,1964,Kingston,-37.97658,145.11887,South-Eastern Metropolitan,3940
Doncaster,11 Hampshire Road,4,h,1120000.0,PI,Barry,2017-06-17,12.4,3108,4,2,2,280.0,200.0,2008,Manningham,-37.79423,145.13696000000004,Eastern Metropolitan,9028
Doncaster,1/5 Harrow Court,4,u,885000.0,S,Barry,2017-06-17,12.4,3108,4,2,2,493.0,151.96764988779805,1964,Manningham,-37.78457,145.10453,Eastern Metropolitan,9028
Doncaster East,30 Barton Street,5,t,1500000.0,SP,hockingstuart,2017-06-17,14.3,3109,5,3,2,365.0,151.96764988779805,1964,Manningham,-37.77821,145.1569,Eastern Metropolitan,10999
Doncaster East,25 Canopus Drive,4,h,1504000.0,S,Barry,2017-06-17,14.3,3109,4,2,2,661.0,151.96764988779805,1964,Manningham,-37.77956,145.16645,Eastern Metropolitan,10999
Doncaster East,3a Aminga Avenue,3,u,850000.0,S,Philip,2017-06-17,14.3,3109,3,2,1,236.0,145.0,1980,Manningham,-37.78963,145.16973000000004,Eastern Metropolitan,10999
Doncaster East,12 Silvana Court,4,h,1241000.0,S,Biggin,2017-06-17,14.3,3109,4,2,2,886.0,151.96764988779805,1980,Manningham,-37.75572,145.17625,Eastern Metropolitan,10999
Doncaster East,5 Thea Grove,4,h,1125000.0,PI,Noel,2017-06-17,14.3,3109,4,3,2,284.0,180.0,2006,Manningham,-37.79773,145.15141,Eastern Metropolitan,10999
Eaglemont,10 Silverdale Road,3,h,2270000.0,VB,Miles,2017-06-17,8.9,3084,3,1,2,1143.0,151.96764988779805,1964,Banyule,-37.76774,145.05303,Eastern Metropolitan,1651
East Melbourne,109 Simpson Street,3,h,1875000.0,PI,Jellis,2017-06-17,1.3,3002,3,1,0,118.0,177.0,1890,Melbourne,-37.81351,144.98803999999996,Northern Metropolitan,3040
East Melbourne,7 Webb Lane,2,t,1350000.0,S,Caine,2017-06-17,1.3,3002,2,2,1,87.0,115.0,2005,Melbourne,-37.81803,144.9892,Northern Metropolitan,3040
Elsternwick,1 Baxter Street,3,h,1460000.0,SP,Biggin,2017-06-17,7.2,3185,3,1,0,377.0,133.0,1915,Glen Eira,-37.88783,145.01324,Southern Metropolitan,4898
Elsternwick,537 Glen Huntly Road,2,u,550000.0,S,Biggin,2017-06-17,7.2,3185,2,1,1,1172.0,69.0,1970,Glen Eira,-37.88533,145.01049,Southern Metropolitan,4898
Eltham,12 Coolabah Drive,4,h,840000.0,SP,Barry,2017-06-17,18.0,3095,4,3,2,903.0,151.96764988779805,1964,Nillumbik,-37.7018,145.15628999999996,Eastern Metropolitan,6990
Eltham,30 Cromwell Street,4,h,1065000.0,SP,Barry,2017-06-17,18.0,3095,4,2,2,816.0,243.0,1966,Nillumbik,-37.72308,145.14011000000005,Eastern Metropolitan,6990
Eltham,25 Leane Drive,4,h,977500.0,S,Morrison,2017-06-17,18.0,3095,4,2,3,1004.0,184.0,1985,Nillumbik,-37.69999,145.1617,Eastern Metropolitan,6990
Eltham,2/1232 Main Road,3,t,755000.0,S,Morrison,2017-06-17,18.0,3095,3,2,2,214.0,151.96764988779805,1964,Nillumbik,-37.70479,145.1573,Eastern Metropolitan,6990
Eltham,8 The Eyrie,4,h,810000.0,S,Mason,2017-06-17,18.0,3095,4,2,2,838.0,151.96764988779805,1964,Nillumbik,-37.69568,145.15787,Eastern Metropolitan,6990
Eltham,66 Valonia Drive,4,h,861000.0,S,Morrison,2017-06-17,18.0,3095,4,2,2,781.0,151.96764988779805,1970,Nillumbik,-37.71021,145.16651000000005,Eastern Metropolitan,6990
Elwood,173 Glen Huntly Road,2,u,810000.0,S,hockingstuart,2017-06-17,7.2,3184,2,1,1,87.0,87.0,1935,Port Phillip,-37.8835,144.99549,Southern Metropolitan,8989
Elwood,16 Poets Grove,2,h,1255000.0,PI,Chisholm,2017-06-17,7.2,3184,2,1,1,226.0,151.96764988779805,1964,Port Phillip,-37.88132,144.99013,Southern Metropolitan,8989
Elwood,16 Scott Street,2,u,550000.0,VB,Domain,2017-06-17,7.2,3184,2,1,1,605.0,151.96764988779805,1970,Port Phillip,-37.87987,144.99251999999996,Southern Metropolitan,8989
Elwood,16/30 Shelley Street,2,u,543000.0,S,Hodges,2017-06-17,7.2,3184,2,1,1,74.0,74.0,1960,Port Phillip,-37.88042,144.9818,Southern Metropolitan,8989
Epping,62 Davisson Street,4,h,660000.0,SP,Purplebricks,2017-06-17,19.6,3076,4,1,3,558.0,159.0,1980,Whittlesea,-37.64666,145.03062,Northern Metropolitan,10926
Epping,10 Efficient Street,3,h,568000.0,S,Ray,2017-06-17,19.6,3076,3,2,2,420.0,190.0,2012,Whittlesea,-37.62145,145.01051,Northern Metropolitan,10926
Epping,23 Longwood Drive,4,h,680000.0,S,Harcourts,2017-06-17,19.6,3076,4,2,2,656.0,166.0,1980,Whittlesea,-37.63878,145.05577,Northern Metropolitan,10926
Essendon,1/18 Balmoral Street,2,u,580000.0,S,Barry,2017-06-17,7.5,3040,2,1,1,921.0,84.0,1970,Moonee Valley,-37.74904,144.90668,Western Metropolitan,9264
Essendon,104 Cooper Street,4,t,970000.0,S,Nelson,2017-06-17,7.5,3040,4,2,2,142.0,142.0,2003,Moonee Valley,-37.74541,144.89844,Western Metropolitan,9264
Essendon,16 Glass Street,3,h,1100000.0,VB,Brad,2017-06-17,7.5,3040,3,3,2,255.0,151.96764988779805,2007,Moonee Valley,-37.7468,144.92033,Western Metropolitan,9264
Essendon,17-29 Leslie Road,2,u,485000.0,S,Barry,2017-06-17,7.5,3040,2,1,1,1856.0,151.96764988779805,1964,Moonee Valley,-37.76,144.91439,Western Metropolitan,9264
Essendon,37 McPhail Street,2,h,1195000.0,S,Jellis,2017-06-17,7.5,3040,2,1,1,337.0,122.0,1940,Moonee Valley,-37.7545,144.91194,Western Metropolitan,9264
Essendon,11 Waverley Street,4,h,1155000.0,PI,Brad,2017-06-17,7.5,3040,4,1,3,616.0,170.0,1900,Moonee Valley,-37.75728,144.90723,Western Metropolitan,9264
Essendon North,2/9 Tullamarine Freeway Offramp,3,t,800000.0,PI,Frank,2017-06-17,8.2,3041,3,2,1,161.0,149.0,2012,Moonee Valley,-37.73566,144.89368000000005,Western Metropolitan,1308
Essendon North,3/26 Kerferd Street,2,h,685000.0,SP,Nelson,2017-06-17,8.2,3041,2,1,1,173.0,151.96764988779805,2009,Moonee Valley,-37.73746,144.90079,Western Metropolitan,1308
Fairfield,1/22 Rathmines Street,2,u,667000.0,S,Nelson,2017-06-17,5.7,3078,2,1,1,86.0,151.96764988779805,1964,Darebin,-37.78203,145.01508,Northern Metropolitan,2970
Fawkner,28 Princess Street,5,h,1018000.0,S,Jellis,2017-06-17,13.1,3060,5,2,2,737.0,194.0,1990,Moreland,-37.71729000000001,144.96403,Northern Metropolitan,5070
Ferntree Gully,50 Carlisle Road,5,h,1100000.0,S,Schroeder,2017-06-17,24.8,3156,5,3,2,836.0,789.0,2001,Knox,-37.8801,145.26011,Eastern Metropolitan,10788
Fitzroy,15 Argyle Street,3,h,1394000.0,S,Jellis,2017-06-17,2.1,3065,3,2,1,60.0,200.0,1950,Yarra,-37.79714,144.97596,Northern Metropolitan,5825
Fitzroy North,41 Miller Street,3,h,1600000.0,VB,Nelson,2017-06-17,3.6,3068,3,2,0,251.0,180.0,1964,Yarra,-37.77626,144.98035,Northern Metropolitan,6244
Fitzroy North,35/86 Queens Parade,2,u,620000.0,VB,Nelson,2017-06-17,3.6,3068,2,1,2,151.96764988779805,151.96764988779805,1964,Yarra,-37.79178,144.98238999999995,Northern Metropolitan,6244
Fitzroy North,374 Rae Street,2,h,1270000.0,S,Nelson,2017-06-17,3.6,3068,2,1,0,183.0,151.96764988779805,1890,Yarra,-37.78353,144.97991000000005,Northern Metropolitan,6244
Footscray,3 Gordon Street,1,u,240000.0,SA,Trimson,2017-06-17,5.1,3011,1,1,1,1015.0,46.0,1970,Maribyrnong,-37.78778,144.89037,Western Metropolitan,7570
Footscray,18/55 Moreland St,3,u,855000.0,S,Jas,2017-06-17,5.1,3011,3,2,2,151.96764988779805,151.96764988779805,1964,Maribyrnong,-37.80443,144.90642,Western Metropolitan,7570
